日期,功率,2米比湿(g/kq),2米气温(℃),地表气温(℃),到达地表的短波辐射(w/m2),2米相对湿度(%),相对湿度500(%),地面气压(hPa)
2019/1/10 9:30,-5.5314,1.4,-13.2,-13.5,217.1,86.5,25.6,874.5
2019/1/10 9:45,-6.6074,1.4,-12.6,-12.7,217.1,82.8,27.1,874.5
2019/1/10 10:00,-7.585,1.4,-11.7,-11.3,296.3,75.7,29,874.6
2019/1/10 10:15,-8.5351,1.4,-11.1,-10.5,296.3,73.2,31.4,874.7
2019/1/10 10:30,-7.5738,1.4,-10.1,-9.2,365.5,69.1,33.7,874.7
2019/1/10 10:45,-9.8183,1.4,-9.5,-8.4,365.5,66.8,35.9,874.7
2019/1/10 11:00,-10.3392,1.4,-8.7,-7.3,423.1,64.2,38.3,874.6
2019/1/10 11:15,-11.2805,1.5,-8,-6.6,423.1,62.2,40.6,874.5
2019/1/10 11:30,-11.7193,1.5,-7.3,-5.7,467.8,60.2,43.2,874.4
2019/1/10 11:45,-11.8252,1.6,-6.7,-5.1,467.8,58.8,44.7,874.2
2019/1/10 12:00,-11.1362,1.6,-6.1,-4.3,498.3,57.3,45.5,874.1
2019/1/10 12:15,-10.4968,1.6,-5.5,-3.7,498.3,56.3,45.9,874
2019/1/10 12:30,-11.7415,1.7,-4.9,-3.1,514,55.2,46.1,873.9
2019/1/10 12:45,-11.911,1.7,-4.3,-2.6,514,54.1,46.4,873.7
2019/1/10 13:00,-11.931,1.8,-3.7,-2,514.5,53,46.6,873.7
2019/1/10 13:15,-11.7497,1.8,-3.2,-1.6,514.5,52.1,46.6,873.7
2019/1/10 13:30,-11.4788,1.8,-2.8,-1.3,499.8,51.4,46.7,873.6
2019/1/10 13:45,-10.8439,1.9,-2.4,-0.9,499.8,50.7,47.2,873.5
2019/1/10 14:00,-10.3725,1.9,-2.1,-0.8,470.3,50.2,47.7,873.4
2019/1/10 14:15,-9.6673,1.9,-1.8,-0.5,470.3,49.5,48.3,873.4
2019/1/10 14:30,-9.0043,1.9,-1.7,-0.6,426.6,49.4,49,873.3
2019/1/10 14:45,-8.2628,1.9,-1.5,-0.5,426.6,49.1,49.4,873.3
2019/1/10 15:00,-7.3555,1.9,-1.5,-0.8,369.8,49.5,49.4,873.2
2019/1/10 15:15,-6.4061,1.9,-1.5,-0.7,369.8,49.4,48.7,873.2
2019/1/10 15:30,-5.5204,1.9,-1.6,-1.2,301.2,50.2,47.7,873.1
2019/1/10 15:45,-4.5961,2,-1.6,-1.2,301.2,50.3,46.7,873.1
2019/1/10 16:00,-3.5342,2,-1.8,-1.8,222.5,52,45.6,873.1
2019/1/10 16:15,-2.6062,2,-1.9,-1.9,222.5,52.6,44.2,873.1
2019/1/10 16:30,-1.1336,2.2,-2.4,-2.8,136.9,58.7,42.7,873
2019/1/10 16:45,-0.1021,2.2,-2.7,-3.1,136.9,61.7,41.7,873
2019/1/11 7:45,-0.0177,1.4,-12.4,-15.8,0,84.7,37,873.4
2019/1/11 8:00,-0.0377,1.4,-12.5,-16,0,84.7,35.3,873.4
2019/1/11 8:15,-0.0577,0.9,-15.5,-17,0,66.6,76.4,878
2019/1/11 8:30,-0.3759,0.9,-15.1,-16.4,27.3,67.4,76.1,877.9
2019/1/11 8:45,-1.787,0.9,-14.9,-16.1,27.3,68,75.9,877.9
2019/1/11 9:00,-2.9274,1,-14.3,-15,95.3,70.1,75.9,877.9
2019/1/11 9:15,-3.9412,1.1,-13.9,-14.4,95.3,71.8,75.4,877.6
2019/1/11 9:30,-4.975,0.9,-12.9,-12.9,203.6,53.3,74.9,877.6
2019/1/11 9:45,-6.0354,0.8,-12.5,-12.2,203.6,49,74.8,877.5
2019/1/11 10:00,-6.7902,0.9,-11.8,-11.1,295.6,48.2,74.5,877.6
2019/1/11 10:15,-7.5457,0.9,-11.1,-10.4,295.6,48.9,74,877.6
2019/1/11 10:30,-8.0097,1,-10.2,-9.2,363.3,49.8,72,877.5
2019/1/11 10:45,-8.7342,1.1,-9.6,-8.5,363.3,51.8,68.3,877.3
2019/1/11 11:00,-9.358,1.2,-8.8,-7.4,419.2,53.8,65.5,877.3
2019/1/11 11:15,-9.8109,1.3,-8.1,-6.7,419.2,56.7,63.4,877.1
2019/1/11 11:30,-10.1298,1.5,-7.2,-5.6,462.1,59.9,60.7,877.1
2019/1/11 11:45,-10.5923,1.7,-6.3,-4.8,462.1,62.9,58.4,877
2019/1/11 12:00,-10.8602,1.8,-5.5,-3.8,491.6,63.8,55.5,876.9
2019/1/11 12:15,-11.0208,1.9,-4.8,-3.2,491.6,63.1,51.4,876.7
2019/1/11 12:30,-11.0888,2,-4.1,-2.4,507.1,60.8,46.7,876.6
2019/1/11 12:45,-11.1584,1.9,-3.5,-1.9,507.1,58.2,42,876.4
2019/1/11 13:00,-10.9342,1.9,-3.1,-1.4,507.7,55.5,37.8,876.3
2019/1/11 13:15,-10.5486,1.9,-2.6,-1,507.7,53,34.2,876
2019/1/11 13:30,-10.1861,1.9,-2.3,-0.7,492.1,50.7,30.8,875.8
2019/1/11 13:45,-9.5119,1.8,-1.9,-0.4,492.1,48.8,27.4,875.7
2019/1/11 14:00,-9.0568,1.8,-1.7,-0.3,457.5,47.4,24.5,875.5
2019/1/11 14:15,-8.5928,1.8,-1.4,-0.1,457.5,46,22.1,875.2
2019/1/11 14:30,-8.1104,1.8,-1.3,-0.2,419.4,45.2,20.8,875
2019/1/11 14:45,-7.7944,1.8,-1.2,-0.1,419.4,44.3,20.3,874.9
2019/1/11 15:00,-7.2194,1.8,-1.2,-0.4,364.3,44.3,20.5,874.7
2019/1/11 15:15,-6.4831,1.8,-1,-0.3,364.3,44,20.8,874.5
2019/1/11 15:30,-5.5566,1.8,-1.2,-0.8,295.6,44.8,21.1,874.5
2019/1/11 15:45,-4.5783,1.8,-1.1,-0.8,295.6,44.9,21.1,874.4
2019/1/11 16:00,-3.4927,1.8,-1.4,-1.5,217.1,46.9,21,874.4
2019/1/11 16:15,-2.51,1.9,-1.4,-1.6,217.1,48.5,20.7,874.3
2019/1/11 16:30,-1.46,2.2,-2,-2.5,132.2,57.4,20.7,874.4
2019/1/11 16:45,-0.6467,2.2,-2.4,-2.8,132.2,61.2,21.1,874.4
2019/1/12 7:45,-0.0162,1.2,-15.2,-17.1,0,89.8,19.5,875
2019/1/12 8:00,-0.02262,1.2,-15.2,-17.2,0,89.8,18.8,875.1
2019/1/12 8:15,-0.0562,1.4,-14,-15.5,0,92,64.3,871.2
2019/1/12 8:30,-0.646,1.4,-13.7,-15,68.7,91.2,60.6,871.4
2019/1/12 8:45,-2.0757,1.4,-13.5,-14.8,68.7,91.1,58.2,871.5
2019/1/12 9:00,-2.6299,1.5,-12.8,-13.7,157.3,89.8,56.6,871.7
2019/1/12 9:15,-0.8458,1.5,-12.4,-13.2,157.3,89.3,54.7,871.7
2019/1/12 9:30,-4.0603,1.5,-11.4,-11.9,244.4,82.4,51.3,871.7
2019/1/12 9:45,-4.9742,1.5,-11,-11.3,244.4,79,47.2,871.7
2019/1/12 10:00,-5.638,1.5,-10.3,-10.1,323.8,75.1,43.2,871.8
2019/1/12 10:15,-7.1165,1.5,-9.8,-9.5,323.8,72.5,40.2,871.9
2019/1/12 10:30,-7.7707,1.5,-9.3,-8.6,392.7,69.1,38,871.9
2019/1/12 10:45,-8.4086,1.5,-8.9,-8.1,392.7,66.6,36.5,871.9
2019/1/12 11:00,-9.1123,1.5,-8.4,-7.3,449.4,63.7,35,871.9
2019/1/12 11:15,-9.9766,1.5,-8,-7,449.4,61.6,33.8,872
2019/1/12 11:30,-10.4295,1.5,-7.5,-6.3,492,59.8,33.1,872
2019/1/12 11:45,-10.6404,1.5,-7.1,-6,492,58.4,32.4,872
2019/1/12 12:00,-10.4621,1.5,-6.6,-5.4,520.1,57,31.4,872
2019/1/12 12:15,-11.0615,1.5,-6.3,-5.1,520.1,56,30.1,872
2019/1/12 12:30,-11.9243,1.5,-5.9,-4.8,533.2,54.7,28.6,872
2019/1/12 12:45,-11.9362,1.5,-5.6,-4.5,533.2,53.8,27.1,872
2019/1/12 13:00,-12.2573,1.5,-5.4,-4.3,530.8,53.1,25.6,871.9
2019/1/12 13:15,-12.3195,1.6,-5.2,-4,530.8,52.6,24.4,871.9
2019/1/12 13:30,-12.093,1.6,-5,-3.9,513,52.3,23.3,871.9
2019/1/12 13:45,-11.6808,1.6,-4.8,-3.7,513,51.8,22.3,871.9
2019/1/12 14:00,-11.2346,1.6,-4.7,-3.8,479.9,51.7,21.1,871.9
2019/1/12 14:15,-10.6108,1.6,-4.5,-3.6,479.9,51.4,19.7,872
2019/1/12 14:30,-10.1646,1.6,-4.5,-3.8,431.9,51.5,18,872.1
2019/1/12 14:45,-9.3565,1.6,-4.3,-3.7,431.9,51.3,16,872.2
2019/1/12 15:00,-8.4182,1.6,-4.4,-4,370.7,51.7,13.9,872.3
2019/1/12 15:15,-7.6656,1.6,-4.3,-4,370.7,51.6,11.7,872.4
2019/1/12 15:30,-6.7917,1.6,-4.5,-4.5,297.4,52.3,9.6,872.4
2019/1/12 15:45,-5.5159,1.6,-4.5,-4.5,297.4,52.5,7.8,872.6
2019/1/12 16:00,-4.5265,1.6,-4.7,-5.1,214.4,54,6.3,872.8
2019/1/12 16:15,-3.3433,1.7,-4.8,-5.3,214.4,54.9,5,873
2019/1/12 16:30,-2.3398,1.7,-5.3,-6.1,125.5,57.5,4,873.1
2019/1/12 16:45,-1.2787,1.7,-5.6,-6.3,125.5,58.8,3.3,873.2
2019/1/13 7:45,-0.0702,1.1,-17.2,-18.2,0,95.6,19.3,878.8
2019/1/13 8:00,-0.0702,1.1,-17.3,-18.2,0,95.6,17.8,878.8
2019/1/13 8:15,-1.0589,1.1,-17,-18.2,0,91.8,15,878.4
2019/1/13 8:30,-2.3087,1.1,-16.5,-17.5,73.1,90.9,14.6,878.4
2019/1/13 8:45,-3.7525,1.1,-16.3,-17.2,73.1,90.7,13.4,878.4
2019/1/13 9:00,-4.8788,1.2,-15.4,-16,163.4,87.9,11.1,878.4
2019/1/13 9:15,-6.0117,1.1,-14.9,-15.4,163.4,84.1,8.1,878.5
2019/1/13 9:30,-6.8782,1.1,-14.3,-14.2,251.5,78.7,5.4,878.3
2019/1/13 9:45,-7.7048,1.1,-13.9,-13.6,251.5,76.9,3.7,878.2
2019/1/13 10:00,-8.6298,1.2,-13.1,-12.5,331.9,73.5,3,878.1
2019/1/13 10:15,-9.4409,1.2,-12.5,-11.8,331.9,71.4,3.1,878.2
2019/1/13 10:30,-10.1054,1.2,-11.9,-10.8,401.7,69.2,3.9,878.2
2019/1/13 10:45,-10.6382,1.2,-11.4,-10.2,401.7,67.6,5.2,878.2
2019/1/13 11:00,-11.0467,1.2,-10.7,-9.2,458.9,65.1,6.5,878.2
2019/1/13 11:15,-11.4707,1.3,-10.1,-8.6,458.9,62.7,7.6,878.1
2019/1/13 11:30,-11.8577,1.3,-9.5,-7.8,502,60.6,8.4,878
2019/1/13 11:45,-12.0886,1.3,-9,-7.3,502,58.9,9.1,877.9
2019/1/13 12:00,-12.3824,1.3,-8.4,-6.5,530.1,57,9.7,877.7
2019/1/13 12:15,-12.5407,1.3,-7.9,-6,530.1,55.2,10.3,877.6
2019/1/13 12:30,-12.6317,1.3,-7.4,-5.5,542.7,53.6,10.8,877.5
2019/1/13 12:45,-12.6058,1.3,-7,-5,542.7,52.2,11.2,877.4
2019/1/13 13:00,-12.4652,1.3,-6.5,-4.6,539.5,50.9,11.5,877.3
2019/1/13 13:15,-12.2529,1.3,-6.1,-4.3,539.5,49.7,11.7,877.1
2019/1/13 13:30,-11.9805,1.4,-5.7,-4,520.5,48.8,12,877
2019/1/13 13:45,-11.6231,1.4,-5.4,-3.7,520.5,48,12.1,876.9
2019/1/13 14:00,-11.1399,1.4,-5.1,-3.6,486.4,47.5,12.2,876.9
2019/1/13 14:15,-10.6937,1.4,-4.8,-3.4,486.4,46.8,12.1,876.8
2019/1/13 14:30,-10.0255,1.4,-4.6,-3.4,437.8,46.4,12.1,876.6
2019/1/13 14:45,-9.4113,1.4,-4.4,-3.2,437.8,45.7,12.2,876.5
2019/1/13 15:00,-8.6291,1.4,-4.3,-3.5,375.9,45.4,12.3,876.3
2019/1/13 15:15,-7.7537,1.4,-4.1,-3.3,375.9,44.8,12.3,876.2
2019/1/13 15:30,-6.9086,1.4,-4,-3.7,302.1,44.8,12.2,876.2
2019/1/13 15:45,-5.9,1.4,-4,-3.7,302.1,44.4,11.9,876.1
2019/1/13 16:00,-4.8536,1.4,-4.1,-4.3,218.7,45.5,11.5,876.1
2019/1/13 16:15,-3.7362,1.5,-4.1,-4.5,218.7,46.1,11,876
2019/1/13 16:30,-2.5892,1.7,-4.5,-5.4,129.2,54.9,10.5,876
2019/1/13 16:45,-1.3608,1.9,-4.8,-5.7,129.2,61.8,10,875.9
2019/1/14 7:45,-0.0925,1.3,-14.9,-16.2,0,94.2,63,875.9
2019/1/14 8:00,-0.0925,1.3,-15,-16.2,0,94.4,63.6,875.9
2019/1/14 8:15,-0.9301,1.2,-15.8,-17,0,92.4,50.7,875
2019/1/14 8:30,-2.2503,1.2,-15.3,-16.3,73.5,91.8,53.9,875
2019/1/14 8:45,-3.9589,1.2,-15.1,-16,73.5,91.7,57.8,875
2019/1/14 9:00,-5.2865,1.3,-14,-14.8,162.2,86.6,62.6,875.1
2019/1/14 9:15,-3.4254,1.3,-13.4,-14.2,162.2,84.4,67.6,875.1
2019/1/14 9:30,-4.0914,1.3,-12.4,-12.8,248.3,79.8,70.6,875.1
2019/1/14 9:45,-2.6358,1.4,-11.7,-12.1,248.3,77.3,71.9,875.2
2019/1/14 10:00,-3.2974,1.4,-10.8,-10.9,326.4,74.3,72.1,875.2
2019/1/14 10:15,-4.5154,1.5,-10.2,-10.2,326.4,72.8,71,875.3
2019/1/14 10:30,-4.3689,1.5,-9.3,-9.1,360.7,70,68.7,875.3
2019/1/14 10:45,-3.125,1.5,-8.9,-8.5,360.7,68.5,67,875.3
2019/1/14 11:00,-4.1306,1.5,-8.4,-7.7,383.8,66.7,66.2,875.3
2019/1/14 11:15,-4.9424,1.5,-8.1,-7.3,383.8,65.5,65.8,875.3
2019/1/14 11:30,-6.1323,1.6,-7.7,-6.7,424.7,64.3,65.1,875.2
2019/1/14 11:45,-5.9126,1.6,-7.4,-6.4,424.7,62.9,63.7,875.3
2019/1/14 12:00,-5.4397,1.6,-7.1,-5.8,495.3,61.3,61.7,875.3
2019/1/14 12:15,-8.3901,1.6,-6.7,-5.5,495.3,59.9,58.2,875.3
2019/1/14 12:30,-12.9174,1.6,-6.5,-5.2,534.3,58.7,52.7,875.3
2019/1/14 12:45,-12.1374,1.6,-6.2,-5,534.3,57.4,42.7,875.3
2019/1/14 13:00,-12.2366,1.6,-6,-4.8,532.4,56.3,29.8,875.3
2019/1/14 13:15,-13.0173,1.6,-5.8,-4.7,532.4,55.7,20.1,875.3
2019/1/14 13:30,-12.7901,1.6,-5.8,-4.7,514.6,56,15.2,875.4
2019/1/14 13:45,-12.1086,1.6,-5.7,-4.7,514.6,57.1,15.4,875.6
2019/1/14 14:00,-12.1396,1.7,-5.7,-4.6,441.7,58.3,19.2,875.7
2019/1/14 14:15,-10.9342,1.7,-5.7,-4.6,441.7,59.1,24.4,875.9
2019/1/14 14:30,-10.1061,1.7,-5.9,-4.8,386.6,59.4,28.5,876
2019/1/14 14:45,-9.9381,1.7,-5.9,-4.8,386.6,59.1,29.7,876
2019/1/14 15:00,-8.9073,1.6,-6.1,-5.2,324.6,59.3,26.1,876.1
2019/1/14 15:15,-8.1052,1.6,-6.3,-5.4,324.6,59.3,18.9,876.2
2019/1/14 15:30,-6.7769,1.6,-6.6,-5.9,255.9,58.8,12.4,876.3
2019/1/14 15:45,-5.8785,1.5,-6.8,-6.1,255.9,57.2,9,876.4
2019/1/14 16:00,-4.44,1.4,-7.3,-6.9,208,56.8,7.5,876.6
2019/1/14 16:15,-3.8472,1.4,-7.6,-7.3,208,56.9,6.9,876.7
2019/1/14 16:30,-2.7054,1.4,-8.3,-8.4,130.9,58.7,6.9,876.9
2019/1/14 16:45,-1.5813,1.4,-8.8,-8.8,130.9,60.5,7.1,877.2
2019/1/15 7:45,-0.1015,0.6,-20.4,-20.8,0,66.6,12.2,884.7
2019/1/15 8:00,-0.4015,0.6,-20.5,-20.9,0.8,67.4,12.2,884.8
2019/1/15 8:15,-0.7015,0.5,-20.8,-21.4,0.8,63.1,13.5,883.8
2019/1/15 8:30,-1.8107,0.5,-20.4,-20.7,80.9,61.2,13.3,883.9
2019/1/15 8:45,-3.25,0.5,-20.3,-20.5,80.9,61.3,13,884.1
2019/1/15 9:00,-4.44,0.5,-19.8,-19.7,173.8,59.5,12.6,884.1
2019/1/15 9:15,-5.6691,0.5,-19.7,-19.5,173.8,59.3,12.2,884.2
2019/1/15 9:30,-6.8427,0.5,-19.2,-18.6,263.6,58,11.7,884.2
2019/1/15 9:45,-7.9246,0.6,-19,-18.3,263.6,57.4,11.1,884.1
2019/1/15 10:00,-9.0072,0.6,-18.5,-17.4,345.2,55.7,10.4,884.1
2019/1/15 10:15,-10.001,0.6,-18.2,-17,345.2,54.6,9.5,884.1
2019/1/15 10:30,-10.6234,0.6,-17.7,-16.2,415.9,52.9,9,884.1
2019/1/15 10:45,-11.393,0.6,-17.3,-15.8,415.9,51.8,9,884.1
2019/1/15 11:00,-12.0375,0.6,-16.8,-15.1,473.8,50.4,9.3,884.1
2019/1/15 11:15,-12.5592,0.6,-16.5,-14.7,473.8,49.5,9.7,884.1
2019/1/15 11:30,-12.924,0.6,-16,-14.1,517.4,48.3,10,883.9
2019/1/15 11:45,-13.337,0.6,-15.6,-13.7,517.4,47.4,10.2,883.8
2019/1/15 12:00,-13.4376,0.6,-15.2,-13.2,545.8,46.4,10.3,883.6
2019/1/15 12:15,-13.5545,0.6,-14.9,-12.8,545.8,45.7,10.3,883.4
2019/1/15 12:30,-13.6818,0.6,-14.5,-12.4,558.5,44.9,10.3,883.3
2019/1/15 12:45,-13.6322,0.6,-14.2,-12.1,558.5,44.4,10.2,883.2
2019/1/15 13:00,-13.499,0.6,-13.9,-11.8,555.2,43.9,10.1,883.1
2019/1/15 13:15,-13.3185,0.7,-13.6,-11.5,555.2,43.5,10.1,883
2019/1/15 13:30,-13.0543,0.7,-13.4,-11.3,536,43.3,10.1,882.8
2019/1/15 13:45,-12.7731,0.7,-13.2,-11,536,43,10.2,882.7
2019/1/15 14:00,-12.2825,0.7,-13,-11,501.3,43,10.4,882.6
2019/1/15 14:15,-11.7918,0.7,-12.8,-10.8,501.3,42.9,10.7,882.5
2019/1/15 14:30,-11.1525,0.7,-12.7,-10.9,451.9,43.2,11.2,882.4
2019/1/15 14:45,-10.4413,0.7,-12.5,-10.8,451.9,43.2,11.7,882.2
2019/1/15 15:00,-9.6636,0.7,-12.5,-11,389,43.9,12,882.1
2019/1/15 15:15,-8.8252,0.7,-12.3,-11,389,44.1,12,882
2019/1/15 15:30,-7.895,0.7,-12.4,-11.3,314,45.2,12.1,881.9
2019/1/15 15:45,-6.8235,0.8,-12.3,-11.3,314,45.5,12.2,881.9
2019/1/15 16:00,-5.6972,0.8,-12.4,-11.9,229.2,46.2,12.5,881.8
2019/1/15 16:15,-4.4858,0.8,-12.4,-12,229.2,46.5,12.8,881.8
2019/1/15 16:30,-3.3078,0.8,-12.7,-12.6,137.8,47.9,13.3,881.7
2019/1/15 16:45,-1.8744,0.8,-12.7,-12.8,137.8,48.7,13.8,881.7
2019/1/16 7:45,-0.0547,0.7,-19.7,-20.8,0,79.8,24.3,876.9
2019/1/16 8:00,-0.0547,0.7,-19.7,-20.8,2.5,79.6,24.5,876.9
2019/1/16 8:15,-1.0463,0.7,-20.5,-21.7,2.5,76.6,24.7,875.5
2019/1/16 8:30,-2.2695,0.7,-19.8,-20.9,82,76.1,23.9,875.4
2019/1/16 8:45,-3.6348,0.7,-19.6,-20.5,82,75.9,23.1,875.5
2019/1/16 9:00,-4.8233,0.7,-18.6,-19.3,174.3,70.7,22.1,875.5
2019/1/16 9:15,-5.9888,0.7,-18,-18.6,174.3,63,20.9,875.4
2019/1/16 9:30,-7.007,0.6,-17.2,-17.3,263.7,55.8,20,875.5
2019/1/16 9:45,-7.972,0.6,-16.5,-16.6,263.7,54.6,19.5,875.5
2019/1/16 10:00,-8.8629,0.7,-15.6,-15.4,344.8,52.1,19.4,875.5
2019/1/16 10:15,-9.7339,0.7,-14.8,-14.7,344.8,50.7,19.9,875.4
2019/1/16 10:30,-10.3814,0.7,-14,-13.5,414.9,48.7,20.7,875.3
2019/1/16 10:45,-11.0408,0.7,-13.3,-12.8,414.9,47.5,21.2,875.2
2019/1/16 11:00,-11.632,0.8,-12.5,-11.8,472.2,46.2,22.1,875.1
2019/1/16 11:15,-12.0457,0.8,-11.8,-11.2,472.2,45.2,23.2,875.1
2019/1/16 11:30,-12.3283,0.8,-11.1,-10.3,515.3,44.1,24.5,875.1
2019/1/16 11:45,-12.5577,0.8,-10.5,-9.7,515.3,43.3,25.5,875
2019/1/16 12:00,-12.6961,0.8,-9.9,-9,543.2,42.4,26.3,874.9
2019/1/16 12:15,-13.0062,0.9,-9.4,-8.5,543.2,41.4,27.2,874.8
2019/1/16 12:30,-13.0698,0.9,-8.9,-7.9,555.7,40.5,28,874.7
2019/1/16 12:45,-12.998,0.9,-8.4,-7.5,555.7,39.8,28.9,874.7
2019/1/16 13:00,-12.8301,0.9,-8,-7.1,552.2,39.3,29.5,874.7
2019/1/16 13:15,-12.6991,0.9,-7.6,-6.7,552.2,38.9,29.9,874.6
2019/1/16 13:30,-12.7058,0.9,-7.3,-6.5,532.9,38.6,30.5,874.6
2019/1/16 13:45,-12.4216,1,-7,-6.2,532.9,38.4,31.4,874.6
2019/1/16 14:00,-12.0116,1,-6.9,-6.1,498.3,38.4,32.4,874.6
2019/1/16 14:15,-11.4995,1,-6.6,-5.9,498.3,38.3,33.7,874.6
2019/1/16 14:30,-10.784,1,-6.5,-6,449,38.5,34.7,874.6
2019/1/16 14:45,-10.1638,1,-6.4,-5.9,449,38.6,35.6,874.7
2019/1/16 15:00,-9.3639,1,-6.4,-6.2,386.3,39,36.2,874.6
2019/1/16 15:15,-8.4855,1,-6.3,-6.1,386.3,39.1,36.9,874.6
2019/1/16 15:30,-7.5924,1.1,-6.4,-6.5,311.9,39.9,37.6,874.5
2019/1/16 15:45,-6.8768,1.1,-6.4,-6.6,311.9,40.2,37.9,874.5
2019/1/16 16:00,-5.3938,1.1,-6.6,-7.2,227.8,41.8,38.4,874.4
2019/1/16 16:15,-4.2091,1.1,-6.6,-7.3,227.8,42.5,39,874.4
2019/1/16 16:30,-3.1124,1.1,-7,-8.1,137.5,45.1,39.5,874.3
2019/1/16 16:45,-1.7826,1.2,-7.2,-8.3,137.5,46.1,39.5,874.3
2019/1/17 7:45,-0.1087,0.8,-17.8,-19.5,0,77,19.7,874.7
2019/1/17 8:00,-0.1087,0.8,-17.8,-19.5,4.1,77.1,19.7,874.7
2019/1/17 8:15,-1.1677,0.7,-18.4,-20,4.2,71.5,17.8,874.3
2019/1/17 8:30,-2.4708,0.8,-17.8,-19.2,84.7,71.4,17.2,874.2
2019/1/17 8:45,-3.9212,0.8,-17.5,-18.8,84.7,71.4,16.5,874.1
2019/1/17 9:00,-5.4175,0.9,-16.6,-17.6,177.6,71.3,15.9,874.2
2019/1/17 9:15,-5.7749,0.9,-16.2,-17,177.6,70.6,15,874.1
2019/1/17 9:30,-7.4184,0.7,-15.2,-15.6,267.6,53.4,14.1,874.1
2019/1/17 9:45,-7.7899,0.7,-15,-14.9,267.6,50.8,12.8,874
2019/1/17 10:00,-8.8903,0.7,-14.3,-13.7,349.4,49,11.5,874.1
2019/1/17 10:15,-9.5807,0.7,-13.6,-13,349.4,48,10.5,874
2019/1/17 10:30,-10.4251,0.7,-13,-11.9,420.4,45.9,9.9,873.9
2019/1/17 10:45,-10.3688,0.7,-12.4,-11.3,420.4,44.8,9.6,873.8
2019/1/17 11:00,-11.333,0.8,-11.6,-10.3,478.5,43.7,9.4,873.8
2019/1/17 11:15,-10.5131,0.8,-11,-9.6,478.5,42.8,9,873.8
2019/1/17 11:30,-10.8039,0.8,-10.3,-8.7,522.2,41.5,8.6,873.6
2019/1/17 11:45,-12.6902,0.8,-9.7,-8.2,522.2,40.8,8.4,873.6
2019/1/17 12:00,-12.802,0.9,-9.1,-7.4,550.9,40.2,8.6,873.5
2019/1/17 12:15,-12.8071,0.9,-8.4,-6.8,550.9,39.4,9.5,873.4
2019/1/17 12:30,-12.8286,0.9,-7.8,-6.1,565,38.5,11.3,873.3
2019/1/17 12:45,-12.8108,0.9,-7.2,-5.6,565,37.8,14.5,873.2
2019/1/17 13:00,-10.6685,1,-6.6,-5.1,560.2,37.3,19.9,873
2019/1/17 13:15,-11.3952,1,-6.1,-4.7,560.2,37,27.6,872.9
2019/1/17 13:30,-11.0755,1,-5.6,-4.4,538.5,36.9,36.2,872.8
2019/1/17 13:45,-12.0101,1,-5.2,-4,538.5,36.6,44.2,872.6
2019/1/17 14:00,-11.3168,1.1,-4.8,-3.8,502,36.8,50.8,872.5
2019/1/17 14:15,-10.6633,1.1,-4.5,-3.5,502,37,55.4,872.4
2019/1/17 14:30,-10.0861,1.2,-4.2,-3.6,451.8,37.8,59.3,872.3
2019/1/17 14:45,-9.4534,1.2,-3.9,-3.4,451.8,38.6,62.8,872.2
2019/1/17 15:00,-8.7453,1.3,-3.8,-3.6,388.1,40.1,65.5,872.1
2019/1/17 15:15,-7.8824,1.4,-3.6,-3.6,388.1,41.3,67.9,872
2019/1/17 15:30,-7.1136,1.4,-3.6,-4,312.5,43.5,70.2,871.9
2019/1/17 15:45,-2.6003,1.5,-3.5,-4,312.5,45,70,871.8
2019/1/17 16:00,-1.1765,1.6,-3.7,-4.6,227.8,48.2,68.2,871.8
2019/1/17 16:15,-1.292,1.6,-3.8,-4.7,227.8,50.2,66.7,871.8
2019/1/17 16:30,-0.757,1.7,-4.3,-5.5,138,52.1,64.6,871.7
2019/1/17 16:45,-0.4543,1.7,-4.5,-5.8,138,53.2,60.6,871.7
2019/1/18 7:45,-0.0081,1.2,-15.2,-16.5,0,91.7,43.3,875.1
2019/1/18 8:00,-0.0081,1.2,-15.3,-16.6,5.8,91.7,42.1,875.2
2019/1/18 8:15,-0.3167,1.1,-14.2,-15.9,5.7,77.9,21.9,874.4
2019/1/18 8:30,-0.552,1.2,-13.6,-15,84.3,75.2,21.1,874.6
2019/1/18 8:45,-2.0616,1.2,-13.4,-14.7,84.3,74.4,21.1,874.7
2019/1/18 9:00,-3.6681,1.2,-12.6,-13.6,175.2,70.9,21.2,874.9
2019/1/18 9:15,-5.7224,1.2,-12.3,-13.1,175.2,69.6,20.8,874.9
2019/1/18 9:30,-6.8383,1.2,-11.6,-11.9,263.4,65.4,20.2,874.9
2019/1/18 9:45,-7.7537,1.2,-11.4,-11.5,263.4,63.7,19.5,875.1
2019/1/18 10:00,-8.9695,1.2,-11,-10.5,344,61.8,18.3,875.2
2019/1/18 10:15,-9.5556,1.2,-10.7,-10.1,344,61,16.7,875.1
2019/1/18 10:30,-10.4058,1.2,-10.4,-9.3,414.1,59.7,15.3,875.1
2019/1/18 10:45,-10.9778,1.2,-10.1,-9,414.1,59.1,14.4,875
2019/1/18 11:00,-11.5454,1.2,-9.7,-8.3,471.4,58.2,13.8,875
2019/1/18 11:15,-11.9576,1.2,-9.4,-8,471.4,57.5,13.4,874.9
2019/1/18 11:30,-12.4556,1.2,-8.9,-7.3,514.6,56.3,13.3,874.9
2019/1/18 11:45,-12.9596,1.2,-8.5,-6.9,514.6,55,13.4,874.9
