日期,功率,2米比湿(g/kq),2米气温(℃),地表气温(℃),到达地表的短波辐射(w/m2),2米相对湿度(%),相对湿度500(%),地面气压(hPa)
2019/1/18 12:00,-13.2829,1.3,-8.1,-6.4,542.9,53.6,13.6,874.9
2019/1/18 12:15,-13.2067,1.3,-7.7,-6,542.9,52.4,13.6,874.9
2019/1/18 12:30,-12.1456,1.3,-7.3,-5.6,555.9,51.4,13.6,874.9
2019/1/18 12:45,-12.9144,1.3,-7,-5.3,555.9,50.5,13.7,874.8
2019/1/18 13:00,-12.8464,1.3,-6.7,-5.1,553.1,49.5,13.5,874.8
2019/1/18 13:15,-12.6628,1.3,-6.4,-4.9,553.1,48.8,13.4,874.7
2019/1/18 13:30,-12.8723,1.3,-6.2,-4.8,534.6,48.4,13.2,874.6
2019/1/18 13:45,-12.4889,1.3,-6,-4.6,534.6,48,13,874.5
2019/1/18 14:00,-11.0415,1.3,-5.9,-4.7,500.8,48,12.7,874.6
2019/1/18 14:15,-10.2045,1.3,-5.8,-4.6,500.8,47.9,12.3,874.6
2019/1/18 14:30,-8.8984,1.4,-5.8,-4.8,452.4,48.1,11.8,874.6
2019/1/18 14:45,-9.6584,1.4,-5.7,-4.8,452.4,48.1,11.1,874.6
2019/1/18 15:00,-8.638,1.4,-5.9,-5.1,390.5,48.6,10.4,874.7
2019/1/18 15:15,-8.8333,1.4,-5.9,-5.1,390.5,48.7,9.8,874.8
2019/1/18 15:30,-8.3072,1.4,-6.1,-5.6,316.7,49.5,9.1,874.8
2019/1/18 15:45,-6.6067,1.4,-6.2,-5.7,316.7,49.8,8.4,874.9
2019/1/18 16:00,-5.7949,1.4,-6.5,-6.4,233.1,51.1,7.9,875
2019/1/18 16:15,-4.5917,1.4,-6.6,-6.5,233.1,51.5,7.3,875.1
2019/1/18 16:30,-3.3817,1.4,-7,-7.3,142.8,53.4,6.8,875.2
2019/1/18 16:45,-2.1489,1.4,-7.2,-7.6,142.8,54.5,6.4,875.2
2019/1/19 7:45,-0.1632,1.2,-15.9,-16.5,0,93.5,35.7,877.5
2019/1/19 8:00,-0.2632,1.2,-15.7,-16.3,5,93.2,39.3,877.7
2019/1/19 8:15,-0.4632,1.3,-14.4,-15,5,88,69.4,877
2019/1/19 8:30,-0.6541,1.3,-14,-14.4,60.2,86.3,70.2,876.9
2019/1/19 8:45,-1.3985,1.3,-13.7,-14.1,60.2,83.7,71.2,877
2019/1/19 9:00,-2.1422,1.2,-13.2,-13.1,132.1,75.4,72.3,877.1
2019/1/19 9:15,-2.2081,1.2,-12.8,-12.7,132.1,73.8,73.2,877.1
2019/1/19 9:30,-2.2814,1.2,-12.3,-11.6,206.7,71,73.7,877.2
2019/1/19 9:45,-3.1168,1.2,-11.9,-11.1,206.7,69.5,74,877.2
2019/1/19 10:00,-3.6185,1.2,-11.2,-10.1,285.5,67.3,74,877.2
2019/1/19 10:15,-3.4654,1.3,-10.7,-9.6,285.5,65.8,74,877.2
2019/1/19 10:30,-4.0122,1.3,-10,-8.5,368.3,63.8,74,877.2
2019/1/19 10:45,-4.4903,1.3,-9.5,-8,368.3,62.2,74,877.1
2019/1/19 11:00,-4.4829,1.3,-8.9,-7.2,429.6,60.5,74,877.1
2019/1/19 11:15,-5.1444,1.3,-8.4,-6.7,429.6,59.2,74.3,877
2019/1/19 11:30,-7.7233,1.4,-7.9,-6,464.7,57.9,74.2,877
2019/1/19 11:45,-8.1089,1.4,-7.5,-5.6,464.7,56.9,74.2,876.9
2019/1/19 12:00,-6.5519,1.4,-7.1,-5.1,487.8,56.1,74.1,876.8
2019/1/19 12:15,-6.2589,1.4,-6.7,-4.8,487.8,55.6,73.9,876.8
2019/1/19 12:30,-7.2956,1.5,-6.4,-4.4,528.9,55.1,73.8,876.8
2019/1/19 12:45,-9.1323,1.5,-6.1,-4.2,528.9,54,73.7,876.7
2019/1/19 13:00,-11.148,1.5,-5.9,-4.1,547.9,53.6,73.5,876.7
2019/1/19 13:15,-10.8698,1.5,-5.8,-4,547.9,53.2,73.5,876.7
2019/1/19 13:30,-9.2403,1.5,-5.7,-4,523,53.1,73.5,876.7
2019/1/19 13:45,-10.4932,1.5,-5.5,-3.9,523,52.9,73.5,876.7
2019/1/19 14:00,-11.6897,1.5,-5.5,-3.9,464.6,52.8,73.3,876.7
2019/1/19 14:15,-9.9862,1.5,-5.4,-3.8,464.6,52.7,72.9,876.8
2019/1/19 14:30,-10.4406,1.5,-5.4,-4.1,415.6,53,72.6,876.8
2019/1/19 14:45,-8.5536,1.5,-5.4,-4.1,415.6,53.1,72.9,876.8
2019/1/19 15:00,-8.9229,1.5,-5.5,-4.4,369.2,53.6,72.9,876.7
2019/1/19 15:15,-7.9128,1.5,-5.5,-4.5,369.2,53.9,72,876.8
2019/1/19 15:30,-6.751,1.5,-5.7,-5,307.4,54.7,70.8,876.8
2019/1/19 15:45,-5.3583,1.6,-5.8,-5.1,307.4,55.1,70.7,876.8
2019/1/19 16:00,-4.9195,1.5,-6.1,-5.8,233,56.3,71.4,877
2019/1/19 16:15,-3.919,1.5,-6.3,-6,233,56.9,71.8,877.1
2019/1/19 16:30,-1.628,1.5,-6.6,-6.8,140.8,58.4,71.1,877.2
2019/1/19 16:45,-1.1403,1.5,-6.8,-7,140.8,59.1,69.6,877.3
2019/1/20 7:45,-0.0651,0.9,-18.9,-19.7,0,93.2,15.4,883.2
2019/1/20 8:00,-0.0651,0.9,-18.8,-19.7,9.8,93.2,16.3,883.3
2019/1/20 8:15,-1.551,0.9,-18.5,-19.6,9.7,88.7,29.6,882.3
2019/1/20 8:30,-2.7942,0.9,-17.7,-18.6,92,84.4,30.7,882.3
2019/1/20 8:45,-4.0448,0.9,-17.4,-18.2,92,82.6,31.5,882.4
2019/1/20 9:00,-5.1614,0.9,-16.5,-17,184.8,77.8,32.2,882.4
2019/1/20 9:15,-6.2677,0.9,-15.9,-16.4,184.8,75,33,882.4
2019/1/20 9:30,-7.2519,1,-15.1,-15.2,274.1,71.4,33.6,882.5
2019/1/20 9:45,-8.12,1,-14.5,-14.5,274.1,69,34.1,882.4
2019/1/20 10:00,-9.0346,1,-13.6,-13.4,355,65.6,34.6,882.4
2019/1/20 10:15,-9.8856,1,-13,-12.7,355,63.4,35.3,882.4
2019/1/20 10:30,-10.5819,1,-12.3,-11.7,424.9,61.3,35.9,882.5
2019/1/20 10:45,-11.2672,1,-11.7,-11.2,424.9,60,36.4,882.6
2019/1/20 11:00,-11.8081,1.1,-11.1,-10.3,482.1,58.4,36.4,882.6
2019/1/20 11:15,-12.3135,1.1,-10.7,-9.8,482.1,57.2,36,882.5
2019/1/20 11:30,-12.7087,1.1,-10.1,-9.1,525.2,55.7,35.9,882.4
2019/1/20 11:45,-13.0461,1.1,-9.7,-8.7,525.2,54.5,35.8,882.2
2019/1/20 12:00,-13.223,1.1,-9.2,-8.1,553.5,53.2,35.1,882
2019/1/20 12:15,-13.3681,1.2,-8.8,-7.7,553.5,52.3,34.4,881.8
2019/1/20 12:30,-13.5035,1.2,-8.4,-7.2,566.3,51.4,33.7,881.6
2019/1/20 12:45,-13.3717,1.2,-8,-6.9,566.3,50.7,33.6,881.5
2019/1/20 13:00,-13.095,1.2,-7.7,-6.6,563.2,50.2,33.9,881.4
2019/1/20 13:15,-12.9596,1.2,-7.4,-6.3,563.2,49.7,34.4,881.3
2019/1/20 13:30,-12.6451,1.2,-7.1,-6.1,544.3,49.4,34.7,881.1
2019/1/20 13:45,-12.3646,1.3,-6.9,-5.8,544.3,49.1,34.4,881
2019/1/20 14:00,-12.0605,1.3,-6.7,-5.8,510.1,49,33.7,880.8
2019/1/20 14:15,-11.4537,1.3,-6.5,-5.6,510.1,48.8,32.9,880.7
2019/1/20 14:30,-10.8099,1.3,-6.4,-5.7,461.3,48.9,32.1,880.7
2019/1/20 14:45,-10.0847,1.3,-6.2,-5.6,461.3,48.7,31.2,880.6
2019/1/20 15:00,-9.2551,1.3,-6.2,-5.8,399.1,49,30.1,880.4
2019/1/20 15:15,-8.3035,1.3,-6.1,-5.8,399.1,48.9,28.9,880.3
2019/1/20 15:30,-7.3948,1.3,-6.3,-6.2,324.9,49.5,27.9,880.2
2019/1/20 15:45,-6.4594,1.3,-6.2,-6.2,324.9,49.6,27.1,880
2019/1/20 16:00,-5.3361,1.3,-6.5,-6.8,240.8,50.7,26.6,880
2019/1/20 16:15,-4.1595,1.4,-6.5,-6.9,240.8,51.2,26.5,879.9
2019/1/20 16:30,-2.9488,1.4,-7,-7.6,149.9,53.8,26.4,879.9
2019/1/20 16:45,-1.7626,1.4,-7.1,-7.8,149.9,56,26.3,879.9
2019/1/21 7:45,-0.2508,1.1,-15.8,-17.4,0,85.4,52.2,875.9
2019/1/21 8:00,-0.1576,1.1,-15.9,-17.4,11.6,86.5,52.5,876
2019/1/21 8:15,-1.1566,1,-16.6,-18.1,11.6,84.2,41.3,875.4
2019/1/21 8:30,-2.3938,1,-15.9,-17.1,94.2,82.4,41.3,875.4
2019/1/21 8:45,-3.5704,1.1,-15.6,-16.7,94.2,81.5,41.4,875.3
2019/1/21 9:00,-4.7544,1.1,-14.5,-15.4,187.2,75.1,41.5,875.4
2019/1/21 9:15,-5.8437,1.1,-14,-14.7,187.2,72.9,41.6,875.4
2019/1/21 9:30,-6.8597,1.1,-13.1,-13.4,276.9,68.1,41.6,875.4
2019/1/21 9:45,-7.8203,1.1,-12.6,-12.8,276.9,66.4,41.5,875.3
2019/1/21 10:00,-8.7142,1.1,-11.9,-11.6,358.4,63.7,41.4,875.3
2019/1/21 10:15,-9.503,1.1,-11.2,-10.8,358.4,61.7,41.5,875.2
2019/1/21 10:30,-10.0136,1.2,-10.4,-9.7,428.9,59.1,41.7,875.2
2019/1/21 10:45,-10.7706,1.2,-9.7,-9,428.9,57.7,41.9,875.1
2019/1/21 11:00,-11.7304,1.2,-9,-8,486.4,56.3,42.2,875.1
2019/1/21 11:15,-12.2884,1.3,-8.4,-7.5,486.4,55.8,42.4,874.9
2019/1/21 11:30,-12.6354,1.3,-7.8,-6.7,529.6,54.9,42.4,874.8
2019/1/21 11:45,-12.9455,1.4,-7.2,-6.2,529.6,54.1,42.5,874.6
2019/1/21 12:00,-13.2415,1.4,-6.7,-5.5,557.9,53.1,42.6,874.5
2019/1/21 12:15,-13.3777,1.4,-6.2,-5.1,557.9,52.3,42.6,874.4
2019/1/21 12:30,-13.448,1.5,-5.7,-4.6,570.6,51.6,42.4,874.2
2019/1/21 12:45,-13.3481,1.5,-5.2,-4.2,570.6,51,42.1,874.2
2019/1/21 13:00,-13.2785,1.5,-4.9,-3.8,567.6,50.6,41.8,874.1
2019/1/21 13:15,-13.0802,1.5,-4.5,-3.5,567.6,50.2,41.4,873.9
2019/1/21 13:30,-12.8316,1.6,-4.2,-3.2,549,50,40.8,873.8
2019/1/21 13:45,-12.6103,1.6,-3.9,-3,549,49.7,39.7,873.7
2019/1/21 14:00,-12.0449,1.6,-3.7,-2.9,515,49.6,38.4,873.6
2019/1/21 14:15,-11.4707,1.6,-3.5,-2.7,515,49.4,36.9,873.5
2019/1/21 14:30,-10.8698,1.6,-3.4,-2.8,466.4,49.3,35.4,873.4
2019/1/21 14:45,-10.2593,1.7,-3.2,-2.6,466.4,49,34.1,873.4
2019/1/21 15:00,-9.4668,1.7,-3.2,-2.9,404,49.1,32.9,873.3
2019/1/21 15:15,-8.5714,1.7,-3.1,-2.8,404,49,31.8,873.3
2019/1/21 15:30,-7.6774,1.7,-3.1,-3.2,329.4,49.7,30.6,873.3
2019/1/21 15:45,-6.6548,1.7,-3.1,-3.3,329.4,49.9,29.2,873.2
2019/1/21 16:00,-5.6743,1.7,-3.3,-3.9,244.8,51.5,27.7,873.2
2019/1/21 16:15,-4.5791,1.8,-3.4,-4,244.8,52.1,26.4,873.1
2019/1/21 16:30,-3.3803,1.8,-3.8,-4.8,153.4,54.2,25.6,873.1
2019/1/21 16:45,-2.3028,1.8,-4,-5,153.4,55.8,25,873.2
2019/1/22 7:45,-0.1123,1.3,-14.3,-15.9,0,87.2,52.3,872.7
2019/1/22 8:00,-0.1923,1.3,-14.3,-15.8,13.3,87.1,50.6,872.6
2019/1/22 8:15,-1.255,1.2,-14.5,-16.1,13.5,81.8,58,872.2
2019/1/22 8:30,-2.5441,1.2,-13.9,-15.2,96.5,80.3,58.5,872.2
2019/1/22 8:45,-3.7118,1.2,-13.6,-14.8,96.5,80.1,59.2,872.3
2019/1/22 9:00,-4.8181,1.3,-12.7,-13.6,189.2,76.1,59.7,872.3
2019/1/22 9:15,-5.9,1.3,-12.3,-13,189.2,74.8,60.6,872.4
2019/1/22 9:30,-6.9167,1.3,-11.3,-11.7,278.1,70.3,61.4,872.4
2019/1/22 9:45,-7.8469,1.3,-10.6,-11,278.1,68.3,62.4,872.2
2019/1/22 10:00,-8.7919,1.4,-9.5,-9.7,358.7,64.3,63.7,872.3
2019/1/22 10:15,-9.6281,1.4,-8.7,-8.9,358.7,62,65.3,872.3
2019/1/22 10:30,-10.4776,1.4,-7.7,-7.6,428.6,59.3,66,872.4
2019/1/22 10:45,-11.0348,1.5,-7,-6.9,428.6,58.2,65.6,872.3
2019/1/22 11:00,-11.6505,1.5,-6.1,-5.9,486,56.3,64.1,872.3
2019/1/22 11:15,-12.1715,1.6,-5.5,-5.3,486,54.8,61.9,872.2
2019/1/22 11:30,-12.597,1.6,-4.8,-4.4,529.7,53,59.7,872.1
2019/1/22 11:45,-12.7886,1.6,-4.3,-3.9,529.7,51.7,58.2,871.9
2019/1/22 12:00,-12.9825,1.6,-3.8,-3.3,558.9,50.5,57.2,871.9
2019/1/22 12:15,-13.1549,1.7,-3.3,-2.9,558.9,49.4,57,871.9
2019/1/22 12:30,-13.2548,1.7,-2.9,-2.5,572.4,48.2,57.4,872
2019/1/22 12:45,-13.1934,1.7,-2.6,-2.1,572.4,47.4,57.8,872
2019/1/22 13:00,-13.1238,1.7,-2.3,-1.8,569.9,46.9,57.7,872.1
2019/1/22 13:15,-12.9625,1.7,-2.1,-1.6,569.9,46.5,57.4,872.2
2019/1/22 13:30,-12.6887,1.7,-1.9,-1.5,551.4,46.4,57.4,872.2
2019/1/22 13:45,-12.4549,1.8,-1.8,-1.3,551.4,46.3,57.6,872.2
2019/1/22 14:00,-12.1286,1.8,-1.7,-1.3,517.2,46.5,57.5,872.3
2019/1/22 14:15,-11.5625,1.8,-1.6,-1.1,517.2,46.5,56.8,872.3
2019/1/22 14:30,-10.986,1.8,-1.6,-1.3,468.2,46.8,56,872.3
2019/1/22 14:45,-10.3022,1.8,-1.5,-1.2,468.2,46.9,55.1,872.2
2019/1/22 15:00,-9.6303,1.8,-1.5,-1.5,405.4,47.6,53.5,872.2
2019/1/22 15:15,-8.7845,1.8,-1.5,-1.5,405.4,47.7,51.6,872.3
2019/1/22 15:30,-7.8491,1.9,-1.7,-1.9,330.7,48.5,49.7,872.3
2019/1/22 15:45,-6.808,1.9,-1.7,-2,330.7,48.8,47.7,872.4
2019/1/22 16:00,-5.7986,1.9,-1.9,-2.5,246.3,50.3,45.3,872.4
2019/1/22 16:15,-4.6782,1.9,-2,-2.7,246.3,51.1,42.5,872.5
2019/1/22 16:30,-3.4883,1.9,-2.5,-3.4,155.1,52.6,39.4,872.5
2019/1/22 16:45,-2.3687,1.9,-2.7,-3.7,155.1,53.6,35.7,872.5
2019/1/23 7:45,-0.1597,1.2,-15.3,-16.6,0,91.5,26.9,875.1
2019/1/23 8:00,-0.2597,1.2,-15.3,-16.5,15.7,91.4,27.8,875.1
2019/1/23 8:15,-1.1913,1.1,-15.1,-16.4,15.9,81.7,10.4,874.9
2019/1/23 8:30,-2.4235,1.2,-14.4,-15.5,100.9,80.9,10.3,874.9
2019/1/23 8:45,-3.6222,1.2,-14.2,-15.1,100.9,80.6,10.3,875.1
2019/1/23 9:00,-4.8033,1.3,-13.2,-13.8,194.9,79.9,10.3,875
2019/1/23 9:15,-5.8844,1.3,-12.7,-13.2,194.9,79.6,10.1,874.9
2019/1/23 9:30,-6.9256,1.1,-12.1,-11.9,285.3,61.5,9.9,874.9
2019/1/23 9:45,-7.8943,1.1,-11.6,-11.2,285.3,59.9,9.8,874.8
2019/1/23 10:00,-8.7948,1.1,-11,-10.1,367.5,57.3,9.8,874.8
2019/1/23 10:15,-9.634,1.1,-10.5,-9.5,367.5,55.9,9.9,874.8
2019/1/23 10:30,-10.4229,1.1,-9.9,-8.4,438.9,54.2,10,874.6
2019/1/23 10:45,-10.9801,1.1,-9.3,-7.8,438.9,52.8,10.3,874.6
2019/1/23 11:00,-11.4596,1.1,-8.6,-6.9,497.9,51,10.5,874.5
2019/1/23 11:15,-11.9043,1.2,-7.9,-6.2,497.9,49.3,10.7,874.4
2019/1/23 11:30,-12.2588,1.2,-7.2,-5.3,542.7,47.1,11.1,874.2
2019/1/23 11:45,-12.4216,1.2,-6.5,-4.7,542.7,45,11.6,874.2
2019/1/23 12:00,-12.557,1.2,-5.9,-3.9,572.2,43.3,12.2,874.1
2019/1/23 12:15,-12.6969,1.2,-5.3,-3.3,572.2,42.3,13,874
2019/1/23 12:30,-12.7287,1.2,-4.8,-2.7,585.6,41.5,14.2,873.9
2019/1/23 12:45,-12.7553,1.3,-4.2,-2.2,585.6,40.7,15.5,873.9
2019/1/23 13:00,-12.597,1.3,-3.7,-1.8,582.7,40,16.7,873.9
2019/1/23 13:15,-12.5777,1.3,-3.1,-1.3,582.7,39.3,17.6,873.8
2019/1/23 13:30,-12.2225,1.3,-2.6,-1,563.5,38.5,18.1,873.7
2019/1/23 13:45,-11.9443,1.4,-2.2,-0.6,563.5,37.8,18.5,873.6
2019/1/23 14:00,-11.4122,1.4,-1.8,-0.4,528.8,37.3,18.5,873.6
2019/1/23 14:15,-10.9342,1.4,-1.4,0,528.8,36.9,18.2,873.5
2019/1/23 14:30,-10.0669,1.4,-1.1,0,479.3,36.9,17.6,873.5
2019/1/23 14:45,-9.2093,1.5,-0.7,0.2,479.3,36.8,16.8,873.4
2019/1/23 15:00,-9.0516,1.5,-0.5,0,416.1,37.4,15.8,873.2
2019/1/23 15:15,-8.4123,1.6,-0.2,0.1,416.1,37.7,14.9,873.1
2019/1/23 15:30,-8.1429,1.6,-0.1,-0.2,340.6,39.1,14,873.1
2019/1/23 15:45,-3.492,1.7,0.1,-0.2,340.6,40.1,13.1,872.9
2019/1/23 16:00,-4.2342,1.9,0,-0.8,254.7,44.8,12.4,872.9
2019/1/23 16:15,-5.2058,2,-0.1,-1,254.7,47.5,11.7,872.9
2019/1/23 16:30,-1.8951,2.6,-0.7,-1.9,161.6,62.1,10.8,872.8
2019/1/23 16:45,-0.9642,2.8,-1,-2.3,161.6,67.3,9.6,872.8
2019/1/24 7:45,-0.0895,1.5,-11.3,-12.8,0,80.5,39.4,874.6
2019/1/24 8:00,-0.0895,1.5,-11.2,-12.6,13.7,80.7,39.3,874.6
2019/1/24 8:15,-0.8117,1.4,-11.1,-12.3,12.3,74.5,25.5,874.1
2019/1/24 8:30,-1.3838,1.4,-10.6,-11.6,64.1,74.2,23.3,874.2
2019/1/24 8:45,-1.8662,1.5,-10.4,-11.3,64.1,74.3,21.5,874.4
2019/1/24 9:00,-2.7076,1.4,-9.6,-10.3,148.4,66.5,19.9,874.5
2019/1/24 9:15,-3.1213,1.4,-9.2,-9.8,148.4,62.5,18.3,874.6
2019/1/24 9:30,-7.3615,1.3,-8.6,-8.6,236.5,57,17.1,874.7
2019/1/24 9:45,-8.8059,1.3,-8.2,-8.1,236.5,55.8,16.4,874.6
2019/1/24 10:00,-9.9774,1.3,-7.7,-7.1,315.2,54,16.1,874.7
2019/1/24 10:15,-11.154,1.3,-7.3,-6.6,315.2,53.4,16.2,874.8
2019/1/24 10:30,-12.0701,1.4,-6.8,-5.7,386.5,52.2,16.5,874.8
2019/1/24 10:45,-11.5336,1.4,-6.3,-5.3,386.5,51.5,16.8,874.9
2019/1/24 11:00,-11.9643,1.4,-5.8,-4.4,481.7,50.4,17.4,874.9
2019/1/24 11:15,-12.372,1.4,-5.3,-3.9,481.7,49.2,18.6,875
2019/1/24 11:30,-12.7198,1.4,-4.9,-3.2,534.6,48.1,19.7,874.9
2019/1/24 11:45,-12.9818,1.5,-4.4,-2.9,534.6,47.5,20.6,874.9
2019/1/24 12:00,-13.1956,1.5,-4,-2.3,561.7,46.7,21.5,875
2019/1/24 12:15,-13.2423,1.5,-3.7,-2,561.7,46.3,22.3,875
2019/1/24 12:30,-13.5331,1.5,-3.4,-1.7,574.8,45.7,22.9,875
2019/1/24 12:45,-13.4472,1.5,-3.2,-1.5,574.8,45.3,24.2,875.1
2019/1/24 13:00,-13.3266,1.5,-3.1,-1.4,579.9,45.2,26,875.2
2019/1/24 13:15,-13.203,1.6,-3,-1.3,579.9,45,28.3,875.3
2019/1/24 13:30,-12.5947,1.6,-2.9,-1.5,559.5,45.2,31.7,875.3
2019/1/24 13:45,-12.3772,1.6,-2.9,-1.4,559.5,45.3,35.8,875.4
2019/1/24 14:00,-12.1493,1.6,-2.9,-1.6,524.7,45.7,40.3,875.6
2019/1/24 14:15,-11.171,1.6,-3,-1.6,524.7,45.8,45.1,875.7
2019/1/24 14:30,-10.8232,1.6,-3.1,-2,475.2,46.3,50.5,875.8
2019/1/24 14:45,-9.4956,1.6,-3.2,-2,475.2,46.5,56.3,876
2019/1/24 15:00,-9.2625,1.6,-3.3,-2.4,412.1,47.2,61.4,876.2
2019/1/24 15:15,-8.0845,1.6,-3.4,-2.5,412.1,47.7,65.1,876.4
2019/1/24 15:30,-7.5872,1.6,-3.6,-3,337.2,49.2,67.1,876.6
2019/1/24 15:45,-4.4903,1.7,-3.7,-3.2,337.2,50.5,67.8,876.8
2019/1/24 16:00,-4.4355,1.7,-3.9,-3.7,245.7,52.7,66.6,877
2019/1/24 16:15,-2.8645,1.7,-4,-3.9,245.7,54.3,63.6,877.1
2019/1/24 16:30,-1.2779,1.8,-4.4,-4.6,161.4,56.9,59.9,877.3
2019/1/24 16:45,-0.2908,1.8,-4.6,-4.9,161.4,58.2,56.4,877.5
2019/1/25 7:45,-0.2908,1,-17.2,-17.9,0,93.2,7.3,886.3
2019/1/25 8:00,-0.2908,1,-17.1,-17.8,21.2,92.8,7.2,886.4
2019/1/25 8:15,-1.3408,1.1,-15.6,-13,20.9,86.5,10.1,885.3
2019/1/25 8:30,-2.7061,1.1,-15,-12.1,108.4,81.6,9.9,885.4
2019/1/25 8:45,-3.7902,1.1,-14.7,-11.8,108.4,78.7,9.7,885.4
2019/1/25 9:00,-4.8351,1.1,-14.2,-10.8,203.3,74,9.4,885.5
2019/1/25 9:15,-5.9569,1.1,-13.8,-10.4,203.3,71,9.1,885.6
2019/1/25 9:30,-7.3452,1,-13.3,-9.5,293.9,67,8.9,885.6
2019/1/25 9:45,-8.083,1,-12.9,-9.1,293.9,64.4,8.8,885.8
2019/1/25 10:00,-9.0583,1,-12.4,-8.2,375.8,61.3,8.7,885.8
2019/1/25 10:15,-9.8967,1,-12.1,-7.8,375.8,59.2,8.6,885.9
2019/1/25 10:30,-10.7299,1,-11.6,-7.1,446.6,56.7,8.6,885.9
2019/1/25 10:45,-11.4256,1,-11.1,-6.7,446.6,54.6,8.6,885.8
2019/1/25 11:00,-11.9324,1,-10.6,-6.1,504.5,52.5,8.6,885.8
2019/1/25 11:15,-12.4342,1,-10.2,-5.7,504.5,51,8.5,885.8
2019/1/25 11:30,-12.924,1,-9.7,-5.2,548.2,49.4,8.3,885.7
2019/1/25 11:45,-13.0891,1,-9.3,-4.8,548.2,48,8,885.7
2019/1/25 12:00,-13.539,1,-8.9,-4.4,577,46.6,7.7,885.6
2019/1/25 12:15,-13.7662,1,-8.6,-4.1,577,45.4,7.5,885.5
2019/1/25 12:30,-13.8616,1,-8.2,-3.7,590.2,44.4,7.2,885.5
2019/1/25 12:45,-13.8172,1,-7.9,-3.4,590.2,43.6,6.8,885.4
2019/1/25 13:00,-13.7107,1,-7.6,-3.2,587.3,42.9,6.5,885.4
2019/1/25 13:15,-13.5664,1.1,-7.3,-3,587.3,42.3,6.1,885.3
2019/1/25 13:30,-13.2778,1.1,-7.1,-2.9,568.5,41.8,5.7,885.3
2019/1/25 13:45,-12.8922,1.1,-6.8,-2.7,568.5,41.4,5.4,885.3
2019/1/25 14:00,-12.4349,1.1,-6.7,-2.7,534.1,41.2,5.1,885.3
2019/1/25 14:15,-11.9273,1.1,-6.5,-2.6,534.1,40.9,4.9,885.3
2019/1/25 14:30,-11.3153,1.1,-6.4,-2.7,484.9,40.9,4.7,885.3
2019/1/25 14:45,-10.6212,1.1,-6.3,-2.6,484.9,40.7,4.6,885.3
2019/1/25 15:00,-9.9263,1.1,-6.2,-2.9,421.9,40.9,4.5,885.4
2019/1/25 15:15,-9.1249,1.1,-6.2,-2.9,421.9,40.9,4.4,885.4
2019/1/25 15:30,-8.2458,1.1,-6.2,-3.3,346.7,41.4,4.3,885.5
2019/1/25 15:45,-7.2838,1.1,-6.2,-3.3,346.7,41.5,4.2,885.5
2019/1/25 16:00,-6.2315,1.1,-6.4,-3.8,261.4,42.3,4.2,885.5
2019/1/25 16:15,-5.1119,1.1,-6.4,-3.9,261.4,42.6,4.2,885.5
2019/1/25 16:30,-3.9641,1.2,-6.6,-4.6,168.8,44.1,4.2,885.5
2019/1/25 16:45,-2.7809,1.2,-6.7,-4.8,168.8,44.8,4.2,885.5
2019/1/26 7:45,-0.0525,1.3,-14.1,-11.9,0,86.7,74,883.4
2019/1/26 8:00,-0.0525,1.3,-13.9,-11.7,17,86.1,73.8,883.3
2019/1/26 8:15,-0.2575,1.2,-14.2,-12.2,19.8,82.3,71,881.8
2019/1/26 8:30,-0.7636,1.2,-13.6,-11.5,108,81.1,72.6,881.7
2019/1/26 8:45,-1.3134,1.2,-13.3,-11.1,108,80.4,74,881.6
2019/1/26 9:00,-1.7197,1.2,-12.2,-9.7,148.2,69.5,75.5,881.4
2019/1/26 9:15,-2.3583,1.1,-11.7,-9,148.2,64.5,77.5,881.4
2019/1/26 9:30,-4.3637,1.1,-11,-8.1,184.1,60.2,78.3,881.4
2019/1/26 9:45,-3.3085,1.1,-10.5,-7.6,184.1,57.3,78.4,881.1
2019/1/26 10:00,-3.9375,1.1,-9.8,-6.8,227.7,54.7,77.7,880.9
2019/1/26 10:15,-4.7611,1.1,-9.3,-6.3,227.7,52.8,76.3,880.8
2019/1/26 10:30,-4.1469,1.1,-8.5,-5.1,336.4,49.7,75.1,880.6
2019/1/26 10:45,-5.0394,1.1,-7.8,-4.5,336.4,47.3,73.9,880.5
2019/1/26 11:00,-9.0376,1.2,-6.8,-3.3,481.1,44.8,66,880.4
2019/1/26 11:15,-5.8415,1.2,-6,-2.6,481.1,43.5,53.3,880.1
2019/1/26 11:30,-11.3967,1.2,-5.2,-2,536.4,42.3,42.7,879.8
2019/1/26 11:45,-11.3745,1.3,-4.4,-1.5,536.4,41.7,35.1,879.5
2019/1/26 12:00,-11.7149,1.4,-3.7,-0.9,563.2,41.5,29.1,879.2
2019/1/26 12:15,-11.8296,1.4,-3.1,-0.4,563.2,41.9,24.4,879
2019/1/26 12:30,-8.9184,1.5,-2.5,0.1,575.4,42.8,21.3,878.8
2019/1/26 12:45,-10.6345,1.7,-2,0.4,575.4,44.3,19.2,878.5
2019/1/26 13:00,-9.9633,1.8,-1.6,0.7,572.9,45.9,17.8,878.2
2019/1/26 13:15,-9.8619,1.9,-1.2,1,572.9,47.2,16.7,878
2019/1/26 13:30,-9.0183,2,-0.8,1.2,555,48.3,15.6,877.7
2019/1/26 13:45,-10.1239,2.1,-0.5,1.4,555,49.1,14.4,877.5
2019/1/26 14:00,-8.3538,2.1,-0.3,1.4,521.9,49.8,13.3,877.3
